x,y,target
-0.959068727800078,-0.13681372395791602,0
0.8206281214547613,0.5098043037417676,0
-0.2947370982308375,-0.5151764329730102,0
-1.193015495947321,-0.21913801119530252,1
-0.17541982560035374,1.023190945438035,1
0.40835313466464546,-0.6085397391336702,1
-0.5195517833383898,0.8600196499856776,0
0.15667239149392487,0.9520665039090299,1
0.11866867744548945,0.9061733686075806,0
0.5916745670867368,-0.7734525523207394,0
-0.482344307431967,0.7705580913736156,0
0.38103895513158326,-1.0396557977163152,0
-0.14757084190277805,1.1462868382349636,0
0.35625378002560393,-0.6266718153189332,1
1.1101245726611089,0.40953411057992106,1
-0.29847618424083383,0.5196346080929601,1
0.8502914376333102,-0.5134687302501528,1
0.7938316272932994,0.7129131227080238,0
0.6679891873813818,-0.9502180801305442,0
0.9226544102311446,0.7403870402805831,0
-0.7044189647193273,0.04354605575798319,0
-0.5161425683084514,1.113057711413762,0
0.7303481643105525,-0.7321565802231256,0
0.6318933052298326,0.5041425216592769,0
-0.7662626089974832,-0.47210080419714284,1
0.7445182738249922,0.7603984282082303,1
0.6324055217157343,1.371159276265822,0
-1.0548153384398922,0.3307781903637962,0
0.2719848153384168,0.9747928765496524,0
-0.9894692669736851,0.6426068983696961,0
0.7961186209315615,0.2297906531866806,0
-0.7938251269742868,-0.14447733357033368,1
0.42124201000769945,0.5857668462905039,1
-0.12824844220981108,0.7393188126396167,1
-0.43829365677846155,-0.8207115715969671,1
0.5736454904302075,0.7378547265043331,0
0.45419908999114117,-0.14200794956766605,1
0.9223472421996557,0.24997112963365248,1
-0.8500467478908332,-0.7249939682366714,0
0.10271690563731062,-1.143053930650349,1
0.289566951335521,0.9412457041030224,1
-0.4431607806603311,0.46725896782682996,1
-0.8125173864725865,-0.0057909027065056184,1
-0.5850912159789757,-0.6383714964213955,1
0.5815644065478629,-0.36279757353050246,0
-0.7518019191255144,0.14205730419604312,1
0.8741167213157713,0.7073741227115524,0
0.8551365305563698,-1.0513883737887952,1
-0.8391308099325836,0.7524199274616107,0
-0.11550464653437266,-0.5552311390542078,1
