x,y,z,target
0.08581699341213028,1.9846977366136145,-0.23324191626393756,0.36818060196259744
-0.13308432945976365,0.09534844938034459,-2.251757721836673,3.408534852050186
-0.696714208573503,1.9220917163840394,-1.2364571273079674,4.407610250151177
0.8237425853739352,0.42915044914659595,-1.2851502785857867,1.9136682395381877
1.0332739319508286,0.29483436680923597,-0.8424437025137618,1.1927237688710357
1.050987079382004,1.3786814341662195,0.9975140333744807,-4.334324844407765
-0.6078758593869705,1.7303307292978658,0.6552601860959433,-1.2140999149282556
-0.48575519093681774,0.3597414483651748,2.0336129170036985,-3.196017035793146
-0.848299063502125,0.3117493244497396,1.0933019000772575,-1.6470062081709147
-0.3606926279722785,1.3534667798331819,2.169678491624336,-2.8596553426006377
1.1755540539903242,1.2425253270852756,1.3998804110679537,-4.553809584977246
0.777698350772358,0.6578655784820522,1.5547730318467283,-4.193596306838187
-1.0966276454114263,1.0262070330259023,0.8132238851100828,-1.5880117504352298
-0.3677443235252899,0.9794625430479736,-1.4031942657658358,3.370998538551228
-0.5265890661969393,0.6900318447638171,-2.1032265586107988,3.6087249393728356
0.41733997800304556,-0.07636263532338333,1.9423650114153428,-3.1975104761053315
0.6146468825373835,0.6170152738810311,-1.5214368314582796,2.4334496495000764
0.9411567108868383,0.5100563305599641,-1.4351463542636194,2.0388147268528316
0.1697523460966474,1.0664843954990793,0.08461134697322492,-0.09469061009725006
-0.6746445691597238,-0.008427062407474983,-1.8851577484399633,3.5518672817359316
0.3313351125430249,1.5697210534597148,1.9948933508199063,-3.4830233432640276
0.29424007020377363,-0.23610184790518296,2.5197637943759936,-3.2940826362166726
0.03134183479508329,0.5788893309587798,-2.269816767925349,2.960897607326738
-0.9139566455692237,0.39407177508007457,-1.338824381047684,4.286417684771125
1.120423024960346,0.07359614911261836,0.9221211177291502,-4.601601100853244
-0.8389184048975783,0.196494701724679,-1.5095562025138118,4.239627713054502
-0.13358258535509665,0.29578225187416607,0.08582571561546765,-0.18926228135179776
-1.1105127516110451,0.14990877239226255,-1.6047983860044521,4.351641184971509
-0.38223232486533365,0.4161928216136346,-2.1053361220562112,3.531838115857673
-0.3208426069560527,0.6158135592219051,1.8267651701499041,-3.334371312762316
0.6290599118999325,0.1839123782516371,-1.8665634411001646,2.5406756237191104
0.9499732084449783,0.1211451745698432,-0.6384515385814961,1.4146433248026344
0.7487883482427192,0.0323913817052889,-1.2219792459354788,2.3616662448994905
0.6174736764178946,1.8226626364624792,-0.25449981375170083,0.4337720033529813
-0.057147577447351106,0.5554176906763342,2.379573791531229,-2.8763021561460484
-0.7490976229109243,0.19349352813363968,0.1510046592764139,-0.7249484303983104
-0.019760632061668934,1.1687486607093798,0.18838935999876702,-0.12096434642312764
0.709045779416461,0.08108083821883072,-0.5639055697116444,1.033651463444155
-1.0937393723859827,0.8746217799097858,1.71757409127549,-1.9570818234980847
0.8229143342845224,0.8381957355615501,-0.3667688567448752,0.8805658031227762
-0.6427168800422078,0.37930222664456503,1.661604102205312,-2.397393549276617
1.3110139818192126,0.36486128298388065,-0.6394586461157625,1.6452241287819014
-1.1720189639713459,-0.06937858992633295,1.3653376483085988,-1.479662316707471
0.6364959851867984,1.2902705059763715,1.8388651143384394,-3.7694016059404
1.071770880389391,1.1556271802528695,-0.9599888857185142,1.5219734661133186
-0.29359274715933886,-0.028273665531105774,-2.040739231073419,3.324828394460856
0.26329464620383597,2.008375102980982,1.7211611565971703,-3.9560216652972198
-0.1416237326776665,1.3686180233587124,1.486222586563085,-3.003498182283653
0.9203949212112554,0.5837278100125345,-0.7168760710167783,0.685168179858356
0.3579134254081072,1.1334949417434528,-0.41871128406982405,0.6570575618896531
1.0803868650826451,1.2600884749847014,1.028501643241235,-4.407130998143345
-0.5411373554390874,2.1730050086781754,-1.7653531579607395,3.9350478010361933
0.17179442202218162,1.8059795136752377,2.131627827266679,-3.3206908250317357
0.9434110088869996,-0.1290782603813174,1.5980445622133876,-4.208652586706593
-1.0907274232066901,0.8201768346431438,1.010553809653958,-1.5121496503472143
