x,y,target
-0.2828913270299211,-0.968779378294956,0
-0.7714345147325875,-0.6366192796687761,0
-0.31690013527456545,-0.8120883238763601,1
0.9641597822543546,0.16013837728240904,0
0.5540682072912356,0.8680145388200904,0
-0.464123223839454,-0.6070825203295502,1
0.05620082008830318,1.0691144660667868,0
-0.8134572785695126,-0.638662462627414,0
-0.4286251548668812,-0.9048327092223082,0
-0.45138335797183,0.6924288236262264,1
0.38867040649878387,-0.5997093857808564,1
-0.20797683591536165,0.9136282153862765,0
0.7297964286468228,-0.37814542886657543,1
0.8908861903520994,-0.418941621443512,0
-0.13934404886809648,0.7804462818163399,1
-0.28400635058725077,-0.7542648971157473,1
-0.39597942011198023,0.6212682856065653,1
-0.058612811988943116,0.9078059047592898,1
0.663167959458073,-0.40434036880705215,1
0.15264442558017963,-0.7432643651377732,1
0.557021275742104,-0.5381708037881445,1
-0.31364787643797953,-0.7749751252966087,1
-0.43311457974335726,0.8297079090067803,0
0.5254323309830293,0.5764450853128252,1
0.19948813006473498,-0.9848833360149553,0
0.9866473578206918,-0.15636250983033248,0
-0.7944294540674514,-0.14392506046509473,1
-0.5884989496861641,0.5735101819044649,1
0.9764179741898753,-0.37312934464382636,0
0.8818834293638006,-0.3903881614731552,0
0.7716253166810038,0.240053837768654,1
0.052816524784449474,0.9514559221788846,0
0.5113888034240036,0.6770915979835398,1
-0.11783852608396893,-0.9596365099095048,0
-0.07702704427747198,0.9698436383194297,0
0.029268695287596132,0.7978126008920285,1
0.4101495570770053,0.8638470335353139,0
-0.9703259676433862,0.1300140247049955,0
-0.5900710252456258,0.4019689391844503,1
0.39632420421513026,0.9481410298781231,0
-0.24427676319212754,-0.7934386561408737,1
0.5180885597919841,0.6385821608985593,1
0.008250519903328573,-0.773265695541469,1
0.2877460288432362,-0.9943850517466444,0
0.701671901532962,0.39785688330269625,1
-0.3590005429775912,0.8952728424666551,0
0.21201111734117267,0.9496925663674746,0
0.3628609408841713,0.77582276377368,1
-0.8579385811236324,-0.510672503799793,0
0.7374551351919204,0.649777068823837,0
-0.780644783352954,-0.565608979558258,0
-0.06735817392962386,-1.1242359855098354,0
0.1162145285302701,-0.8439424633509762,1
0.8648667964279347,0.5277166010496175,0
0.9791265101379188,0.15602115341957243,0
0.17111448399019125,-0.7253493219503719,1
-0.7125440794839816,0.4697600064319286,1
-0.9934940163973468,-0.07677078210960867,0
0.7262760768674605,0.29270567185436575,1
0.8745588016149713,0.4417873560173259,0
-0.6879878263019885,0.6222305615994302,0
0.4466643393862982,0.5704174521479947,1
0.7784605561955034,0.15297277253974806,1
-0.8240723418257784,-0.570188149058278,0
